80,,75,,70,,65,,60,,55,,50,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
-28.5680628127919,68.95484736564471,-28.378668390528432,65.27278903086189,-28.723310106782286,61.788363048070515,-28.3548901391054,57.718438553763974,-28.519648733665008,53.57369442702895,-28.684797135624983,49.55279211139389,-28.8482303850233,44.986985826918975
-26.612113226337172,68.92370955050255,-26.422432945313425,65.15083388757975,-26.766295046766523,61.41872428258845,-26.39758922032936,57.25798246014193,-26.562165904768783,53.055445488226916,-26.727002460808457,48.93546972371188,-26.89043571020678,44.36966343923698
-24.65626758852254,68.92559621832038,-24.466093551458307,64.99585426133763,-24.809461896870936,61.106878362286366,-24.440132378593162,56.7479896420799,-24.60460511439249,52.5124281872049,-24.769103837351835,48.28512285306989,-24.93258906107021,43.73582881007498
-22.700369976387854,68.9109706446582,-22.50952027316297,64.76656954843551,-22.85226492673499,60.67944675162431,-22.48254560105684,56.196716220317875,-22.64675846525592,51.8785935580429,-22.81107527809509,47.59349537872791,-22.974612476133515,43.060713577213
-20.744108544012818,68.78075938063607,-20.55325884078794,64.63635828441338,-20.895405789679373,60.35934471058222,-20.524880862040447,55.62067443633586,-20.688937803279373,51.253015049620906,-20.85296875735827,46.877099542165936,-21.016479968236666,42.33606161991103
-18.78818494471811,68.75787768623391,-18.59686747261277,64.46486641669125,-18.93807888374331,59.89063249622018,-18.567164148704002,55.02812041087385,-18.730961218342678,50.577899816758915,-18.89478427514137,46.13593534338397,-19.058191537379663,41.56187293816907
-16.832209371103346,68.71848375035174,-16.64047610443761,64.29337454896913,-16.981037836567516,59.51273760999811,-16.609629345487733,54.493359230591835,-16.773062594886056,49.92755294611692,-16.936521831444395,45.37000278238201,-17.099877119362638,40.779428135687105
-14.876467681928816,68.75339490112957,-14.684240659222603,64.17141940568699,-15.024334622472054,59.24217229339602,-14.652250465231617,54.00813477474979,-14.815475817349736,49.3762795243549,-14.978701169467847,44.744424273960014,-15.142004483066046,40.137337385785116
-12.920622044114182,68.7552815689474,-12.727485470807089,63.8843418476049,-13.067215613816188,58.83950904495396,-12.694507764735143,53.407324628547784,-12.857369296612909,48.65988368779293,-13.020308789970748,43.937211109258065,-13.183534142088867,39.30535585886317
-10.964308637419094,68.60855806344526,-10.770782256711627,63.6137765310028,-11.109888707880117,58.370796830591914,-10.736609141278521,52.75697775790579,-10.899210801556038,47.926975609750954,-11.061864436153598,43.113485703076115,-11.224985839631614,38.448605969721235
-9.008281089484285,68.5526518860831,-8.813871145335959,63.27716224848072,-9.152665750584156,57.93510909918986,-8.778684530661877,52.0983747665238,-8.940922370699035,47.15278692800899,-9.103316133696353,42.25673581393418,-9.266463524334391,37.60011220131929
-7.0520716314293,68.43895286354096,-6.857089969760416,62.98182856965863,-7.195364831808114,57.474653005567816,-6.820681958565153,51.41500341292181,-6.9826079526820095,46.37034212552704,-7.144715856919049,41.383473683312246,-7.307837260397065,36.718593949957366
