alpha70,,alpha65,,alpha60,,alpha55,,alpha50,,alpha40,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.8376522792857182,0.17135254070387357,0.8364861705957902,0.13694188610325086,0.8364861705957902,0.11436565869311037,0.8364861705957902,0.09310909762435457,0.8399844966655738,0.08093411137803116,0.8329878445260064,0.06643197158345945
0.8481472574950695,0.1724877375566776,0.8469811488051415,0.13796356327077453,0.8469811488051415,0.11514610652941315,0.8469811488051415,0.093790215736037,0.8504794748749254,0.08154427968641334,0.8434828227353577,0.06702794993118158
0.858642235704421,0.1736938842127819,0.857476127014493,0.13895686051697806,0.857476127014493,0.11581303468043552,0.857476127014493,0.09444295392639933,0.8609744530842769,0.08215444799479552,0.8539778009447092,0.0674536487509831
0.8691372139137723,0.1748148911049259,0.8679711052238444,0.13999272764516174,0.8679711052238444,0.11660767247739837,0.8679711052238444,0.09509569211676165,0.8714694312936282,0.08258014681459704,0.8644727791540607,0.06807800702002532
0.8796321921231238,0.17606360764301035,0.8784660834331959,0.14070222567816426,0.8784660834331959,0.11730298054974084,0.8784660834331959,0.09574843030712399,0.8819644095029797,0.08309098539835885,0.874967757363412,0.06861722552510724
0.8901271703324753,0.1771988044958144,0.8889610616425474,0.1415820032390874,0.8889610616425474,0.11798409866142326,0.8889610616425474,0.09642954841880641,0.8924593877123312,0.08385724327400158,0.8854627355727636,0.06944024324339018
0.9006221485418267,0.17822048166333804,0.8994560398518987,0.14260368040661106,0.8994560398518987,0.11856588704848535,0.8994560398518987,0.09695457696322829,0.9029543659216825,0.08448160154304382,0.8959577137821149,0.0699227019058319
0.9111171267511782,0.17936986847680214,0.9099510180612502,0.14355440777083445,0.9099510180612502,0.11923281519950772,0.9099510180612502,0.09773502479953107,0.9134493441310341,0.08490730036284533,0.9064526919914664,0.0706747698208146
0.9216121049605295,0.18066115489686674,0.9204459962706015,0.1447463644662787,0.9204459962706015,0.1200132630358105,0.9204459962706015,0.09854385255715395,0.9239443223403854,0.0854607088285873,0.9169476702008179,0.07141264777513721
0.932107083169881,0.18169702202505045,0.930940974479953,0.14566871190918199,0.930940974479953,0.12052410161957232,0.930940974479953,0.09912564094421603,0.9344393005497369,0.08641143619281069,0.9274426484101692,0.07222147553276011
0.9426020613792325,0.18266193934993388,0.9414359526893046,0.14663362923406542,0.9414359526893046,0.12134711933785526,0.9414359526893046,0.09983513897721856,0.9449342787590884,0.08689389485525242,0.9379376266195207,0.07304449325104304
0.9530970395885838,0.18355590687151707,0.9519309308986559,0.14720122766046745,0.9519309308986559,0.12197147760689749,0.9519309308986559,0.10058720689220124,0.9554292569684397,0.08736216355703408,0.9512030533776847,0.07385151293303344
0.9635920177979354,0.18469110372432113,0.9624259091080074,0.14826547470997123,0.9624259091080074,0.12246812622999925,0.9624259091080074,0.10136765472850402,0.9659242351777912,0.08817099131465697,0.9649302215606508,0.07503832004598006
0.9740869960072867,0.18568440097052466,0.9729208873173589,0.14897497274297378,0.9729208873173589,0.12289382504980077,0.9729208873173589,0.10226162225008721,0.9764192133871425,0.08880953954435925,0.9763486826196064,0.07613456316806894
0.9873524227654507,0.18670788621368078,0.9834158655267102,0.14989732018587706,0.9834158655267102,0.1234898033975229,0.9834158655267102,0.10295693032242968,0.9869141915964941,0.08923523836416075,0.987767143678562,0.07727156809650546
0.9983091423996042,0.18757889804084135,0.9971430337096763,0.15089423358334558,0.9971430337096763,0.12397407013559711,0.997919015826358,0.10407436111561705,0.9968261154608815,0.08990748775043066,0.9987238633127156,0.07830743522468915
