X, Y
0.29985583936905347, 0.0717864422993583
0.299558941647289, 0.069854522925207
0.29989825332930553, 0.06885747946313639
0.29985583936905347, 0.06775773402715135
0.29985583936905347, 0.06570849370652271
0.29985583936905347, 0.06372385743131107
0.29985583936905347, 0.06173922115609945
0.30317826625546485, 0.07147412788551363
0.30351757793748135, 0.06950721157704495
0.30351757793748135, 0.06892835933010821
0.30351757793748135, 0.0682668139050377
0.30351757793748135, 0.06761560512723389
0.30351757793748135, 0.06708843611663079
0.3032536688514684, 0.06538288931762079
0.3032536688514684, 0.06339825304240918
0.3032536688514684, 0.06141361676719753
0.3045732142815326, 0.06492807683788479
0.3045732142815326, 0.06290209397360627
0.3045732142815326, 0.06091745769839463
0.30544034413557475, 0.07102226873356812
0.30747621422767357, 0.06888701274104131
0.30708035059865435, 0.06834950708317147
0.3077401233136865, 0.0677086349526344
0.30747621422767357, 0.06699540629123024
0.30747621422767357, 0.06646823728062715
0.3079286298036956, 0.06465194068947366
0.3080040323996992, 0.06265401443920482
0.3080040323996992, 0.060669378163993176
0.3087627710219861, 0.07073985676360217
0.3093235778297634, 0.06215785537040189
0.3093235778297634, 0.06017321909519027
0.3101907076838054, 0.0641735015874137
0.31173174823963035, 0.07030571757839962
0.3114348505178659, 0.06834123776535811
0.3114348505178659, 0.06783267471983515
0.3114348505178659, 0.06710084009335085
0.3114348505178659, 0.06646823728062715
0.3114348505178659, 0.06588525037478374
0.31275439594793, 0.061909775836000436
0.31275439594793, 0.05992513956078882
0.3135461232059684, 0.06389441211121208
0.31407394137799405, 0.06141361676719753
0.31407394137799405, 0.05942898049198592
0.3148656686360326, 0.06339825304240918
0.3150965890862938, 0.06999561816039782
0.3150541751260416, 0.0677086349526344
0.31573279849007463, 0.0667251767984001
0.3153934868080581, 0.06591005832822389
0.3153934868080581, 0.0653022634689403
0.3176103231305658, 0.06727449576743189
0.3180655663039379, 0.06956923146064531
0.31750475949616064, 0.06116553723279608
0.31750475949616064, 0.059180900957584465
0.3182964867541991, 0.06315017350800772
0.3188243049262248, 0.060669378163993176
0.3188243049262248, 0.05868474188878156
0.31961603218426327, 0.0660340980954246
0.31935212309825045, 0.06528985949222024
0.31935212309825045, 0.06473168053981698
0.31961603218426327, 0.06268502438100498
0.32059626593231083, 0.06696439634943005
0.32143040715060134, 0.0692591320426435
0.3222551230443914, 0.060421298629591724
0.3222551230443914, 0.05843666235438011
0.3236076571102071, 0.06642172236792687
0.32331075938844267, 0.06528985949222024
0.32331075938844267, 0.06463451605550974
0.32331075938844267, 0.06411148170381334
0.3229714477064263, 0.06241922487986057
0.3235746684744556, 0.05992513956078882
0.3235746684744556, 0.057940503285577205
0.32455490222250316, 0.06883385284081245
0.32523352558653607, 0.06194078577780063
0.3269300839966185, 0.06612269792913941
0.327269395678635, 0.06474408451653704
0.327269395678635, 0.06411148170381334
0.327269395678635, 0.06352849479796993
0.3270054865926222, 0.05967706002638737
0.3270054865926222, 0.05769242375117575
0.32772181125465694, 0.06862121323989692
0.32832503202268626, 0.059180900957584465
0.32832503202268626, 0.05719626468237282
0.3291921618767284, 0.06566197879382243
0.3285889411086991, 0.061661696301598984
0.32977653199575674, 0.06822546731597079
0.32990848653876326, 0.06118621052732956
0.3312280319688272, 0.0641735015874137
0.3312280319688272, 0.06355330275141008
0.3312280319688272, 0.06293310391540644
0.33175585014085285, 0.05893282142318301
0.33168044754484927, 0.0569260351895427
0.3324721748028877, 0.06539617929267802
0.33307539557091703, 0.058478008943446985
